text,sentiment
"P9 for Danica and your team... Not a end of the world, now is just hopes for a great race",positive
" by the way, just saw u on ellen yesterday. here it`s late comparing to usa. u were awesome!!!",positive
Almost all are here now! Tomorrow at 8 we start! 291km`s of mud  - http://mobypicture.com/?zx33t1,neutral
 http://twitpic.com/4bckp - that should answer part of your question,neutral
 you called me? didn`t get that.  nest time for sure. maybe i`ll come to LA soon. i hella wana go to Disneyland.,neutral
Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,negative
"just woke up, I`m starving",neutral
" not  you, me, just drank too much.",negative
"my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i`m climbing the: mt. numbers.",negative
" thanks  i have to finish schoolwork today, no rehearsal tonight though. what ru doing?",positive
" Oh, that sounds bed..poor girl",negative
_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,neutral
Happy Mothers Day Mum,positive
". I missed your party...you must forgive me pleassse, i feel bad..",negative
Off to class .... Longggg day,negative
i feel like a princess.  i love lingerie parties!,positive
Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!,positive
glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,positive
  HELLOOOO !!!,neutral
 His beard is addressed in this week`s LOLs.,neutral
Got three shots today.   I can`t lift my arms...,neutral
"What I would have done with legless stillborn spaniels, no idea. BUT I WAS SAD, so now, 20yrs later, strawberries = dead puppies.",negative
"i really really hate biology , u______________________u",negative
 Thanks for the info,positive
 haha wtf is that! You don`t want me to leave,neutral
-- Omg I can`t believe jay leno is going off the air  I HATE CONAN O`BRIAN,negative
 thanks for trying,positive
got an A in english again  yay..  but a D- in maths,neutral
 I`m dying to read it!  I hate England.,neutral
MAYDAY?!,neutral
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,neutral
"Math was not fun at all. Oh well, i get to cook as soon as i get home.",negative
On the computer alllllllllllllllll day,neutral
 why isnt everyone with you?,neutral
" Nerves I think, Im not sure",neutral
" mostly just going to work and then update my twilight blog  basically, that`s my life. Is it sleeptime for you?",neutral
yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust,negative
No free ice cream though,negative
Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya,positive
I hate being yelled and sworn at,negative
@ Ember with Dante... I have so much fun with him  can I smile any harder...,positive
"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive
this is sooo crazy i have fever..,negative
Almost dun choreographing the dance,neutral
"Revision Time, Biology exam monday",neutral
_diaz I did notice more men with kids in stores on Sat.I am heading to church and sing in the choir in the 1st & 2nd services.,neutral
  caught me at lunch today... you were correct of he stalking me,positive
"_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",negative
finished watching the movie `mirrors`. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...,positive
" dont be gloomy...go out and get urself ice-cream.or gin,whichever",positive
 no we had to go to malibu to find a beach!,neutral
...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,neutral
I really want to go to milwaukee but my sis doesn`t want to  well she won`t tell me,negative
sky diving was aaaaaawwwesome!!!! kinda bored now though,neutral
Apperently ea knows my copy of the sims 3 is not legit and is upset,negative
 yeah i did  i remember it na....... i did watch it before ),neutral
" Hi, what are you a consultant for?",neutral
   Oh Duh....I see that now .....thank you....,positive
 haha yes,neutral
trying to fix my internet connection...guess my `prayers` have been answered and i wont have any study distractions  ugh,positive
we don`t need no education,neutral
 hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG,negative
 so haven`t seen any videos the last few days  hope everything is ok...,neutral
 not cool.   Hope you feel better. I went up there for breakfast buy you were gone.,neutral
 time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owners,negative
up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie,neutral
" A mocha at 12:30am? My, youï¿½re brave",positive
" hey adt, guess what. my princelple`s number plate is adtï¿½000 well its not 000, i just dunno the numbers.",neutral
" haha ofcoooursee you do, its pretty much a must, and pluss its dress up night, jst added incentive",neutral
Chocolate milk is so much better through a straw. I lack said straw,positive
 PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,positive
"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D",positive
 y u gotta say all that,negative
"Josette....where are you??   I looked across the pond, but you are nowhere to be found.",neutral
 I ake it you`re at work then and not lazing at home on a sunny bank holiday.,positive
"ok, i`m actually going to sleep now =] i`ve been on here only an hour...i tweet far too much already",neutral
 Bye!! Great meeting you!,positive
going to work nightshift....,neutral
"2.5 years here & left Dell OKC for the last time. And being the geeky girl I am, I waited to cry until I got in my car.  Love you all!",positive
 *bows* glad to be of service,positive
morning everyone! another dat of school,neutral
today was such a horrible dayy,negative
_Cochran Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming...,neutral
going thru bills,neutral
Finally Ubuntu 9.04 arrived as a disc,neutral
 i am jealous of your mom talking to . i want to see you all our twittering is making me miss you,negative
I forgot I moved 100 east...make that 8 hours home.,neutral
 why not united kingdom,neutral
" oh nos, what happened",neutral
**** everything,negative
"can`t wait to be at home again.. let the sun shine and warm my frozen bones, please!",neutral
" Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",negative
brought some new glass for my camera,neutral
is sad because his tea and oatmeal are cold,negative
_Guy Hello - iï¿½m back  Hope that happens not occasionally as on wednesday,neutral
I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,negative
 Hey! Polka dots or black dress. Both very glam. Mobile twitter`s a bit **** at the mo.,neutral
 ohhhh excellent song..hello my friend!,positive
my tummy hurts!,negative
Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,neutral
Have just bought a TV tuner for my laptop.  He he.  I deserve a present,positive
" exactly the same problem i am having with pure classical music, i cant njoy it",negative
"Headed home, dad duty tonight. Might take the kids to the course again. Although my boys took me for $11 last night in a chipping contest",neutral
just got a wii,neutral
" hah eeee, although understandable.. i need a new picture for this thing.. but i`m all sweaty",neutral
just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,positive
"my cat just fell off my bed lmfao, bless her. she got a fright  ****",neutral
Hats off to a slightly unexpected yet very successful end to a grouling day!!! Night all,positive
"I want to see Terminator, but everyone`s already seen it",neutral
 I wanna be drinking at the pub,neutral
Appreciation lunch at work. Good food! But sucks being here on my day off lol,neutral
" Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",positive
 how`s the translation going?,neutral
 Thats good!  Keep it up guys! Would love to come down and visit sonetime,positive
Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.,negative
Daniel has won DSDS. His voice is great.,positive
 i want to comment but don`t understand what you`re saying,negative
 I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.ï¿½,positive
 I love it...that`s going to be one of my new fave quotes.,positive
Me and my son just got up.  He sure does love the morning time.  I KNOW he did not get that from me.,positive
"LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",positive
sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,positive
" can`t wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits",positive
500! updates! wooow!! haha!!,positive
 He`s my mother`s favorite. It was so hard telling her.,neutral
 i`ve got really bad arthritus in my left hand. I cant use my thumb at all,negative
"  It`s a pleasure , Will be wary of girlie marshmallows from now on lol  You might have saved my life .lol ;-)",positive
"feelin` somewhat down; ugh, i don`t want to have an exam! oh well... 5 days baby!",negative
Driving to work running late like always..... No time for starbucks,neutral
"_N_Wilson C`mon, I like the superpower explanation better! LOL",positive
 Chocolate with peanut butter. One of my favorite combonations,positive
is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neutral
"got a prerecorded phone call from JJ asking to vote for ADMK led front, phone number is +914044621160, hyderabad connections",neutral
"_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother`s Day",positive
 Shoping till you drop david..haha..enjoy your day,positive
omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,negative
 guessing... Ran 4 miles & gym? Superman you  oxox,positive
 I thought all the Apple Store and/or Best Buy guys wanted on?!,neutral
"watching 'Steel Magnolias' then going to bed. I have to babysit at one tomorrow. then give mommy her gift!  night, <3 peace.love.jonas",positive
 haha have good dreams  haha best friends forever! haha. be sweet to presh bailey   zd?b;P,positive
Can`t give blood within a year of getting a tattoo so I can`t give...Im gutted,negative
 NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,negative
I`m taking a twitter break. Cell is dying,negative
 could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,neutral
" Oh, wow, you`re fast   How`s life going ? It`s been 6 months ya ? XD",positive
Dropped off Baby A for her 1st day in the Toddler Room this AM.  She`s officially a toddler.  Growing up way too fast,neutral
WGN is playing old episodes of Rocky & Bullwinkle. Fractured Fairy Tales for the win,neutral
 WHOO HOO. Congrats on getting under 200lbs,positive
!  i called and called. I think you should answer more. haha,neutral
" Maybe because you got in 4 hours ago from an awesome night? Nah, that can`t be it.",neutral
 yes... nice. I missed a lot of fun. **** exams. you are looking good...hair,neutral
http://twitpic.com/67k9w - - My besties. If only  was there.,positive
" had not heard the title or author before, must look it up  Enjoy",positive
Good morning!,positive
which is why i can`t wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,neutral
 haha you would do that =P that`s cute. nobody ever comes to visit me  god **** lake geneva and how far it is from civilizati ...,positive
Happy Grey`s day everyone! Oh I miss Grey`s!!,neutral
 well gracias  haha and why is that? the plays?,positive
Hours of refusal upon realisation that tomorrow`s #Morrissey gig at Brixton is postponed.   Only been looking fwd to that for 6 monthsish,neutral
" I don`t use it, but I heard that PowerShell is nice",positive
On the phone with the bank.,neutral
 hey dave im just up in the UK and first thing i done was put RR on  could u play ill be there new kids on the block thanks,neutral
"K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.",negative
Shared Kim Hï¿½ltermand - Portfolio: Shared by Kaare Finally a dane  IÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl,positive
 yeah I guess so  it makes me very sad though becase the disc is scratched!,negative
Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative
It`s official nobody is getting a raise this year,negative
A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux,negative
 im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...),neutral
 another purse? Need to see photos.,neutral
" Kev, **** off! I`m stuck in Westgate working",negative
"cALL mE wiErD, bUt I jUs LuV rAiNy DaYs! MaKeS mE feeL sO waRm & cOzY iNsIdE  LoL",positive
Just back from graduation.  Two more doctors in the family now,positive
 I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day,negative
My car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,neutral
Omg going to die of swine flu when I go to Melbourne,negative
Is not going to service tonight due to the fact that i`ve yet to find a dress for prom tomorrow. Ugh,neutral
"milan is retardeddddddd, anyone wanna see my paint pic of him ???",neutral
Aaarrrgh! I sooo want to see  at MSG in August but dammit the decent seats are expensive. Booooooo recession!,negative
 good song,positive
 yupp t`s better than people being rude to her  x,neutral
 Loads of Beard papas have disappeared in the UK too,negative
owww i think i tore something in my leg,negative
picat 21,neutral
my body is aching. I can barely move...but its worth it to be champs,negative
 http://twitpic.com/4w06l - LOVE IT! U have a great job!!,positive
_x Who Else do you Loveee?,neutral
Going to bed now  *thinks I Twitter WAY too much*,neutral
home now!,neutral
"is exhausted from a great weekend, and is looking forward to this week",neutral
Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah,neutral
Happy Mother`s Day to all mothers!,positive
ready to go to Milan  see ya`ll this evening..,neutral
bored well its not like any one can see this i havent got any friends,negative
 : They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral
just got out of the pool!!   so fun..now gonna watch tv and do stuff on the computer. (:,positive
 thanks for having me! i had a great time too,positive
Don`t 4 get to call your moms tomorrow...mothers day,neutral
My Tummy Hurt,negative
 don`t worry be happy Ryan,positive
"_w_a cool, looking forward to it now",positive
 ...i had a yay moment today  YAY hope you did too!,positive
Have to go to my old house and finish moving.,neutral
"Oh, ouch. That hurt.  **** washing machine is out to get me!  <.<    >.>",negative
is a sleepyhead. looking forward to tomorrow. i love his family.,positive
Working out and watching snl,neutral
" Susan Egan, I love her! And yeah, it said I would have a pleasant trip.",positive
" I wanna play with you tonight  *pout, pout side face*",positive
 your not in school,neutral
 No I LOVE Jordie`s version as well as Joe`s and Donnie`s ALL 3 are DIFFERENT,positive
 yeah   but I`m jus glad the thunder stopped .,positive
There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,negative
is in a good mood,positive
Crisis: forgot my fringe comb  I`m with men....no one will help me,negative
" Couldn`t see one, but I`m probably blind  Do you have a link to it?",negative
"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually",positive
"Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!",neutral
"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@",negative
Can`t I just be a stay at home mom already,neutral
the beginning of Cater 2 U always gets to me,neutral
is bored at work,negative
well i`m gonna go now.  goodbye all.,neutral
I`m all stuffted up but I gotta gets up & go netball,neutral
im an avid fan of **** magazine and i love your magazines,positive
"You make me smile....it will get better, you have to believe that",positive
 seperate = Yum. Together = gross sounding.,neutral
All the money in the world could never make me as happy as being a stay-at-home mom with my son,positive
I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral
I cant follow any1  on FollowFriday LOL u guys follow        ,neutral
 k its 3 slices left,neutral
still sick  @ Home http://loopt.us/iArPRg.t,negative
More #ecomonday   and me _fischer  Now I`ll go check out all the recommendations I`ve seen!,neutral
 re: Edwards I hope so!,positive
happy mother`s day everyone,positive
 I loved him and he was in a mini,positive
 what!!!????  where are u guys going!?,neutral
 Munderday. I like that.,positive
Off to school. Who knows what to expect? Bring on life and all of it`s suprises!,neutral
has stuff to do but refuses to do them.  :[,negative
is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!,positive
"My guitar ain`t here yet?, feel like i lost a limb!.",negative
  i know. it sucks,negative
"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother`s Day, another Hallmark mkting tool.",positive
 awesome RONIN121,positive
lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (),negative
"can`t believe I just drove all the way back to school...whatever HAPPY MOTHER`S DAY: Mommy, Precious, Candis and Granny",positive
Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,negative
decided that wolf in a future Star Trek Logo game would be much cooler than Chewy in Star Wars,positive
 I shudder at the thought of what she was thinking she`d do with it if she`d managed to reclaim it...,neutral
is hoping that she left her bb at home and didn`t lose it on the Metro,positive
  are you having a bad day?,neutral
going to bed soon,neutral
so very irratated,negative
i keep coughing my guts up,neutral
 yummmm make sure u leave some 4 me im home cleaning up working mad hard,negative
 now if I still lived that way you could pop in and see me  but I don`t so you can`t,neutral
My door looks naked   It makes my room feel bigger though.,neutral
I`m sick and sad .... missing out on Martini Lounge tonight,negative
" Yeah, they`re great. I think we`ll hear more of them in the years to come",positive
wish i was home in time for the #jonaswebcast today,positive
Cant find my red lighter that reminds me of Amy,neutral
Awww that poor little girl on BGT,negative
I`m one tough momma. Put together a swing set for Tammy allll by myself today!  My hubby would be so proud of me. :],positive
Wtf was that **** 5 mins before the marked closed...FAZ you cost me 4 grand,negative
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,positive
Thinks my 'not girlfriend' needs to not be a douchebag right now...  i`m not in the mood to feel neglected,negative
_kritt GPS location: http://bit.ly/SPW5s here I am,neutral
 aww...  try to rest na lang muna... ^^,neutral
 You`re welcome!,positive
" yes, I do  but why did you change?",neutral
 I`m so sorry!  I saw it too and it shocked me to the core.,negative
So much to tell-Only blip is her immune system hasn`t recovered-not yet a newborns. Give it 6 more months.  But that`s nothing.,negative
 You are too kind! I swear I`m always feeding someone!,positive
  yess... it`s awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!,positive
I have ants in my apartment,neutral
last night in newport,neutral
i am talking on the phone!!!!!! to paul!!!,neutral
is tired but happy the orphanage was wow.. and babysitting was really fun,neutral
 can you stop working so i can have someone to play with !,neutral
Hellooooooo... Whats the scene people !!!,negative
 you cooould say that,neutral
"There go my big plans... thanks, tonsils.",negative
 We can compare horror stories mate LOL,neutral
"Glad I went out, glad I didn`t leave early, and glad to be afterpartying it up @ Beth`s  I`m back!",positive
installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me,negative
 Get thee yon to the nearest Walgreens upon arrival.,neutral
 I talk to Ty all the time on XBL. I`m sure I could manage.,neutral
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,negative
 ohyeahhh  hate the heat!  http://twitpic.com/665a2,negative
Going to Hong Kong tonight. Hope I can sleep in the airplane. Worth case I have the last G. Musso to read,neutral
Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,neutral
going to the doctors,neutral
super bored on a friday night,negative
 at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,positive
Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!,neutral
 I can hear it now...,neutral
 boo! I must`ve deleted it from my phone!  can`t find it in my emails either!,negative
"I like this bride`s sense of humor, she wore this wedding gown once...by accident!  http://bit.ly/Tnshf",positive
 i think i have mine in hangers in the closet,neutral
"Photo: So I still havnï¿½t hooked up my editing comp  I know you guys miss my artwork, so Iï¿½ve decided to... http://tumblr.com/xeh1wetiq",negative
wants her boo  btw love fhnixon`s posts hilarious!!!!,positive
 that really sucks I feel bad for you at least I woke up at eight.,negative
 Did you see my message mandingo jr.!!..lol. I hope its music i`ll like.,positive
"  Me to, oh well maybe one day",neutral
"Good morning, sunshine! I`mm gonna start my day wth some movies.",positive
Some guy just said he wanted to spank me,negative
 *HUGS you*  awwww......i`m sorry you are feeling sad E!,negative
arrghh stupid eczema      i have to go soon. sort it OUT! :/,negative
I miss him  ARGH,negative
 Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!,negative
"just at home, not much going on, had a long day",neutral
" Yeehah, quality",neutral
Good movie.,positive
.... So I always get left out,negative
My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only  .. http://twitpic.com/67hac,neutral
 Yeah.,neutral
"But anywho, I just got in and out of the pool within like 30 minutes because it`s about to start storming",positive
" yeah i think it just depends on what you`re doing with it, but at least im getting it for free  ill miss my sk though",neutral
This is Really Cool put in a topic and its a twitter show...If your a tweeter twittering twit u got to luv this http://bit.ly/a0nw,positive
" I can`t buy, only rent!",neutral
my computer at work is not working...booo... need a new one!  TGIF!,neutral
 it is ****...u have dissappointed me that past few days,negative
 you`re welcome Chica,positive
 ok2  g`nyt? Haha too early.,positive
 i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now. wat do i do?? xoxo,negative
Has had a really good bank hoilday,positive
"Alright! Party was a success! We all had fun, & now it`s over",positive
Has that sinking feeling that it`s all about to go **** up.....bracing myself for the comedown,negative
"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",negative
"It`s those little things you do, that make me love you.",positive
loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,positive
So physical therapy,neutral
 sweet .. Englands becoming lamer and lamer since you guys left,neutral
_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,neutral
Battery is going to die!,neutral
  I hope you have a nice sleep,positive
Life Just Isn`t Fair > And I Feel,negative
"I took my yearbook photo earlier at school, and I don`t think that it will turn out great",negative
Send me your Blog`s RSS feeds I have a site that will republish and send traffic to your site...,neutral
"just made it home, time for a shower and some breakie, off out to Blackpool later for some lunch",neutral
 Dang... that IS disappointing,negative
" haha. not sure what local is to you, but if i was then you`d have to fight me for it!",neutral
"Great, just great. #Cookoutofthecentury and my wife`s tummy hurts. Just. Great.",negative
"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion",neutral
" no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line",negative
" I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 & 12)",neutral
I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,positive
animating an ad for work. One of my favorite things to do. So much so that I`m doing it on a saturday night for fun!,positive
"Happy Mother`s Day! Be sure to say I <3 you, Mum.",positive
8am math final wish me luck,positive
 ME! oh wait wrong state,negative
is still missing her husband.    I really want him home.,negative
Just got back.,neutral
" Ah so 15 months. I`m sure he is advanced, and it`s not you being biased  they seem to grow up faster these days - now I sound old!",neutral
" I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang  #agile #ccnet",negative
Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,positive
I dont get twitter  Someone help me!,neutral
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,negative
Forgot to set the alarm for a 6am ride  Hope I can get in a few easy miles after work.  Tomorrow: racin` the Gap!,positive
UGH... I am soooo drag assing today  but on a brighter note I got my G1 update & it is the biznesssss!,neutral
"_OfOz cool, catch you laterz!!!",positive
live now! but nobodys there!,neutral
  haha i like modern studies..... its my favourite subject  haha i guessing you dont feel the same? ****,positive
_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,neutral
"Happy Mother`s Day to all the amazing women who put up with us crazy, demanding children. Thank you.  Very very much.",positive
" I know... it just falls right at 1pm my time, like right in the middle of the day",neutral
_127 not nice.rather be one or the other.lol,neutral
Have spent half of the day troubleshooting something that wasn`t even within my control. Clusters doesn`t always mean high availability.,neutral
"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ",positive
has woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up its home time i think,positive
just fought with my printer...after 2 hours i claim victory... i hate electronics,negative
"From top down: 2x2924, 1x2610, 3x2500. Then an 1841 and two desktops. More gear to come over time of course.",neutral
just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy,positive
"  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It`s gonna be Something! Luv Ya!!!!",positive
" hehe indeed it is, I actually nearly changed my bio to just `Don`t Panic` but I wanted to keep in the #freehugs",neutral
 I`m glad/sad that it`s not just me/my iPhone  #badoptus,neutral
" hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",positive
Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww,negative
"_hearts hey,got your text. cannae hen, family are comin over  i`ve got nae money to come to livi anyway  xxxx",neutral
" Happy Mothersday btw! Look at the bright side, you can chill all day today",positive
" yeaaaah lol, i`m just insane",neutral
 just got them- about to read & reply,neutral
i have a whole day planned for my mom today that i know she will love!,positive
Just realized I hold a membership in the gym - saw my bank statement,neutral
No Yonkers news posts until June 2 because the newspaper furloughed me,neutral
 wasnt it supposed to have been in for yesterday?,neutral
 i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..,neutral
I love my puppy,positive
Ooooh Kay! Its time for me to stop twitterin and get going...,neutral
HEY YOU` ALL SUCK;its anybody on there :s im so bored common answear me,negative
"41 Followers? Random people, but okay!",neutral
"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.",neutral
" yep infact she is popular, miss india 99, talented film actress .... and lot more",positive
Office til around 6 today. Good day yesterday...I have a BSc now,positive
starts tomorrow and I start to study again,neutral
Tweet riot. I can`t download Tweet Genius on my other device,neutral
_jayy It might hav to cost u a History essay.,neutral
Less or more iTunes tuned up,neutral
 been there!  need somewhere NEW,neutral
 aw  were sad you had to leave tokyo. come back.please,negative
 noo sorry my love...after that i`m going to pop about 7 zyrtec and go to sleep,negative
 Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,positive
With bff _chrissy22 glad she got that dog out of here lol my stomatch hurts,negative
no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,neutral
_cupcakes  sometimes plugging it into 240 can fix problems..,positive
Ouchhhhhh I burnt my frkn tongue,negative
" I have the best bestfriend in the whole world .. My Mother`s Day present = ambien, klonopin and a quarter! woohoo!  smh...",positive
i hate having the same hair for too long. i think i want super looong hair now,negative
On my way to get the crate and Bella Dolce!!!! Sad cuz  is going tto Richmond,negative
happy mother`s day to all mothers out there!!,positive
Im sure the 5 ppl who came in after me will be seen by a dentist before I will,negative
Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://rly.cc/JNFwN,positive
 This is not my day,negative
 its it done?,neutral
"Waiting for Danny to text me back,,,  xoxo",neutral
 `auto-resolve` is that a Geek/tech answer to most questions??,neutral
"Yep, one of those nights again.",neutral
"_eliza ohhhh that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i`m sad.",negative
Rain rain go away,negative
"srsly, nobody evr reply`s 2 me.",negative
Apparently today is Happy Star Wars day.  I`m suppose to say may the 4th be with you.,neutral
 Better than what I did to my MacBook keyboard yesterday! (Spilled a whole cup of hot chocolate on it.),negative
 Will try to make it there at 6:30pm,neutral
Where is my bestie when i need him ,negative
_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin`?,negative
" Yay! At least I`ll get to see you next year! I`m sad, too.",neutral
Please vote for my husband Jorge at the All Star Game @ http://bit.ly/TGxzu! I can`t vote anymore,neutral
Sitting in on a Friday Night Bored,negative
" Got tickets for your gig in Glasgow, gutted we have to wait til November though",neutral
just got back from six flags  wicked fun. even tho i almost died!,negative
Going to Jack`s for dinner with my BFF!,neutral
Facebook.com isint letting me change my profile picture,negative
 YAY!!  I was supposed to be there next weekend. But its off now.   But I`ma make it out there...I <3 Philly.,positive
 Can`t wait to see you on December in Switzerland for a third rendez-vous  Great show ! You are just amazing  ... Enjoy in OZ,positive
" yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block `em",negative
just woke up from a delightful nap. I can`t desribe how much success is involved in an 8am nap on sat night....need rhubarb now,positive
"on my 42nd written ****.. i get less ideas every day, and every day",negative
"probably going to miss Silverstone`s race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",neutral
"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will",negative
 Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,positive
Doing accounts revision. Boo,neutral
 Esp with Twitter access! the party NEVER stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,neutral
Rain  oh well it`s still Friday!!,neutral
"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",positive
Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,negative
im back. wooooo!!!  i want to have my own press release :|,positive
